Address,Aggregate rating,Average Cost for two,City,Country Code,Country,Cuisines,Currency,Has Online delivery,Has Table booking,Is delivering now,Latitude,Locality Verbose,Locality,Longitude,Price range,Rating color,Rating text,Restaurant ID,Restaurant Name,Votes
"5469, Opposite Town Hall, Chandni Chowk, New Delhi",2.8,300,New Delhi,1,India,"North Indian, South Indian",Indian Rupees(Rs.),No,No,No,28.6563302,"Chandni Chowk, New Delhi",Chandni Chowk,77.2271781,1,Orange,Average,18272386,Kamdhenu Family Corner,4
"711, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",2.9,450,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.658756,"Chandni Chowk, New Delhi",Chandni Chowk,77.2234955,1,Orange,Average,306380,Khalsa Hindu Hotel,5
"659, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",3.3,100,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6581203,"Chandni Chowk, New Delhi",Chandni Chowk,77.2234057,1,Orange,Average,312936,Mahalaxmi Mishthan Bhandar,16
"Near Sis Ganj Sahib Gurudwara, Chandni Chowk, New Delhi",3,500,New Delhi,1,India,"Fast Food, Burger",Indian Rupees(Rs.),No,No,No,28.65606667,"Chandni Chowk, New Delhi",Chandni Chowk,77.23421395,2,Orange,Average,6698,McDonald's,57
"Platform 3, Old Delhi Railway Station, Chandni Chowk, New Delhi",3,500,New Delhi,1,India,"Fast Food, Burger",Indian Rupees(Rs.),No,No,No,28.65664,"Chandni Chowk, New Delhi",Chandni Chowk,77.22333167,2,Orange,Average,9961,McDonald's,42
"Main Road Near Central Bank, Opposite Paranthe Wali Gali, Chandni Chowk, New Delhi",3.4,300,New Delhi,1,India,"North Indian, Fast Food, South Indian",Indian Rupees(Rs.),No,No,No,28.6561992,"Chandni Chowk, New Delhi",Chandni Chowk,77.2305013,1,Orange,Average,312925,Natraj Cafe,21
"Gali Barf Wali, Near Kinari Bazar, Chandni Chowk, New Delhi",3,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.66,"Chandni Chowk, New Delhi",Chandni Chowk,77.23,1,Orange,Average,18342132,Padam Chaat Corner,4
"Opposite Town Hall, Chandni Chowk, New Delhi",3.2,50,New Delhi,1,India,"Beverages, Street Food",Indian Rupees(Rs.),No,No,No,28.6565647,"Chandni Chowk, New Delhi",Chandni Chowk,77.2268188,1,Orange,Average,18323461,Pandit Ved Prakash Lemon Wale,11
"9074, Gali Paranthe Wale, Chandni Chowk, New Delhi",3,150,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6560495,"Chandni Chowk, New Delhi",Chandni Chowk,77.2307138,1,Orange,Average,5466,Pt. Babu Ram Devi Dayal Paranthe Wale,53
"42-B, Gali Parathewali, Opposite Central Bank, Chandni Chowk, New Delhi",3.2,150,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6561097,"Chandni Chowk, New Delhi",Chandni Chowk,77.2305013,1,Orange,Average,18232088,Rabri Bhandar,7
"453, Khari Baoli, Chandni Chowk, New Delhi",3.4,100,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6625615,"Chandni Chowk, New Delhi",Chandni Chowk,77.2155012,1,Orange,Average,304743,Ram Parshad Makhan Lal,23
"1894, Main Road, Opposite Dariba Kalan, Chandni Chowk, New Delhi",2.9,150,New Delhi,1,India,"North Indian, South Indian",Indian Rupees(Rs.),No,No,No,28.6562981,"Chandni Chowk, New Delhi",Chandni Chowk,77.2324772,1,Orange,Average,18128897,Rambhoj,4
"105-110, Bazar Matia Mahal, Opposite Jama Masjid Gate 1, Chandni Chowk, New Delhi",3,100,New Delhi,1,India,Mughlai,Indian Rupees(Rs.),No,No,No,28.6491441,"Chandni Chowk, New Delhi",Chandni Chowk,77.233555,1,Orange,Average,18211151,Rehmatullah's Hotel,5
"Gali Paranthe Wali, Chandni Chowk, New Delhi",3,100,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6559026,"Chandni Chowk, New Delhi",Chandni Chowk,77.2306151,1,Orange,Average,5460,Sharma Bhojnalay,9
"Shop 1462, Near Sheesh Ganj Sahib Gurudwara, Chandni Chowk, New Delhi",3.2,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.656524,"Chandni Chowk, New Delhi",Chandni Chowk,77.2320281,1,Orange,Average,311492,Shree Balaji Chaat Bhandar,16
"934, Kucha Pati Ram, Sitaram Bazar, Chandni Chowk, New Delhi",3.4,100,New Delhi,1,India,Desserts,Indian Rupees(Rs.),No,No,No,28.6476635,"Chandni Chowk, New Delhi",Chandni Chowk,77.2269535,1,Orange,Average,303643,Shri Duli Chand Naresh Gupta,18
"208, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi",3.1,400,New Delhi,1,India,"North Indian, South Indian",Indian Rupees(Rs.),No,No,No,28.6577424,"Chandni Chowk, New Delhi",Chandni Chowk,77.222732,1,Orange,Average,9156,Shri Hari Sharnam,14
"Babu Market, Fauna Chowk, Chandni Chowk, New Delhi",2.9,400,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6573856,"Chandni Chowk, New Delhi",Chandni Chowk,77.2316689,1,Orange,Average,9160,Sindhi Chicken,7
"161, Kucha Ghasi Ram, Fatehpuri, Chandni Chowk, New Delhi",3,300,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.657748,"Chandni Chowk, New Delhi",Chandni Chowk,77.223481,1,Orange,Average,18235302,Soni Bhojnalaya,4
"1937, HC Sen Road, Fountain, Chandni Chowk, New Delhi",2.9,250,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6567032,"Chandni Chowk, New Delhi",Chandni Chowk,77.2320281,1,Orange,Average,9157,Super Restaurant,5
"43/1, Gali Pranthe Wali, Chandni Chowk, New Delhi",3.1,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6561268,"Chandni Chowk, New Delhi",Chandni Chowk,77.2306809,1,Orange,Average,9159,Tiwari Ji Confectioner,5
"1908, Opposite Gurudwara Sis Ganj Sahib, Chandni Chowk, New Delhi",2.8,450,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6562478,"Chandni Chowk, New Delhi",Chandni Chowk,77.2328586,1,Orange,Average,6706,Wah Ji Wah,59
"6490, Fatehpuri, Chandni Chowk, New Delhi",3.3,550,New Delhi,1,India,"Mughlai, Biryani",Indian Rupees(Rs.),No,No,No,28.6566379,"Chandni Chowk, New Delhi",Chandni Chowk,77.2233607,2,Orange,Average,18082089,Zaika Mughlai Foods,10
"5187, Ballimaran, Chandni Chowk, New Delhi",3.7,200,New Delhi,1,India,Mughlai,Indian Rupees(Rs.),No,No,No,28.6551819,"Chandni Chowk, New Delhi",Chandni Chowk,77.2254715,1,Yellow,Good,312693,Al Yousuf,30
"Shop 295, Fatehpuri Chowk, Chandni Chowk, New Delhi",3.8,100,New Delhi,1,India,Beverages,Indian Rupees(Rs.),No,No,No,28.6567084,"Chandni Chowk, New Delhi",Chandni Chowk,77.2234007,1,Yellow,Good,308209,Amritsari Lassi Wala,112
"1463, Near Sheesh Ganj Gurudwara, Chandni Chowk, New Delhi",3.8,100,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6563295,"Chandni Chowk, New Delhi",Chandni Chowk,77.2323664,1,Yellow,Good,306017,Annapurna Bhandar,59
"1421, Near Ashish Medicos, Chandni Chowk, New Delhi",3.7,150,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6561525,"Chandni Chowk, New Delhi",Chandni Chowk,77.2309504,1,Yellow,Good,304737,Bishan Swaroop Chaat Bhandar,40
"2-4, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",3.8,150,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6572505,"Chandni Chowk, New Delhi",Chandni Chowk,77.2230342,1,Yellow,Good,308318,Gole Hatti,116
"1454/2, Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi",3.9,600,New Delhi,1,India,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",Indian Rupees(Rs.),No,No,No,28.6563106,"Chandni Chowk, New Delhi",Chandni Chowk,77.2316689,2,Yellow,Good,552,Haldiram's,444
"1972-1973, Corner Gali Paranthe, Opposite Central Bank, Chandni Chowk, New Delhi",3.9,300,New Delhi,1,India,"Street Food, Chinese, North Indian, Mithai",Indian Rupees(Rs.),No,No,No,28.6562249,"Chandni Chowk, New Delhi",Chandni Chowk,77.2307707,1,Yellow,Good,6704,Kanwarji's,163
"Shop 4, Tiraha Kinari Bazar, Gali Paranthe Wale, Chandni Chowk, New Delhi",3.7,100,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6556971,"Chandni Chowk, New Delhi",Chandni Chowk,77.229983,1,Yellow,Good,309722,Kedarnath Prem Chand Halwai,19
"1450/1, Chandni Chowk, New Delhi",3.7,400,New Delhi,1,India,Beverages,Indian Rupees(Rs.),No,No,No,28.6562039,"Chandni Chowk, New Delhi",Chandni Chowk,77.2314893,1,Yellow,Good,18286206,Keventers,63
"48, Katra Bariyan, Lal Kuan, Near Fatehpuri Masjid, Chandni Chowk, New Delhi",3.6,150,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.6551982,"Chandni Chowk, New Delhi",Chandni Chowk,77.2215109,1,Yellow,Good,308894,Khan Omelette Corner,43
"1396, Main Road Near Central Bank, Opposite Paranthe Wali Gali, Chandni Chowk, New Delhi",3.9,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6561992,"Chandni Chowk, New Delhi",Chandni Chowk,77.2305013,1,Yellow,Good,7545,Natraj Dahi Bhalle Wala,1487
"Dariba Kalan, Chandni Chowk, New Delhi",3.9,100,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6561321,"Chandni Chowk, New Delhi",Chandni Chowk,77.233555,1,Yellow,Good,9165,Old Famous Jalebi Wala,752
"34, Gali Paranthe Wali, Chandni Chowk, New Delhi",3.6,150,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6561011,"Chandni Chowk, New Delhi",Chandni Chowk,77.2304115,1,Yellow,Good,5458,Pt. Gaya Prasad Shiv Charan Paranthe Wale,437
"36, Gali Paranthe Wali, Chandni Chowk, New Delhi",3.6,150,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6560207,"Chandni Chowk, New Delhi",Chandni Chowk,77.2304674,1,Yellow,Good,5467,Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,297
"375, Kucha Ghasi Ram, Chandni Chowk, New Delhi",3.8,100,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6568622,"Chandni Chowk, New Delhi",Chandni Chowk,77.2243039,1,Yellow,Good,9161,Shiv Misthan Bhandar,76
"1469/1, Fabbara Chowk, Chandni Chowk, New Delhi",3.5,100,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6566115,"Chandni Chowk, New Delhi",Chandni Chowk,77.2320562,1,Yellow,Good,302869,Special Jalebi Wala,21
"862, Chandni Chowk, New Delhi",3.5,200,New Delhi,1,India,"Street Food, North Indian, South Indian, Mithai",Indian Rupees(Rs.),No,No,No,28.6566371,"Chandni Chowk, New Delhi",Chandni Chowk,77.2266392,1,Yellow,Good,1889,Tewari Bros Confectioners,51
"Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi",0,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6562432,"Chandni Chowk, New Delhi",Chandni Chowk,77.2315132,1,White,Not rated,18466395,Annapurna Chaat & Sweets,1
"2987/7, DDA Flats, Bari Masjid, Sarai Khalil, Chandni Chowk, New Delhi",0,300,New Delhi,1,India,"Biryani, Mughlai",Indian Rupees(Rs.),No,No,No,0,"Chandni Chowk, New Delhi",Chandni Chowk,0,1,White,Not rated,18469682,Delhi-6 The Chicken Planet,0
"2043, Katra Lachhoo Singh, H.C. Sen Marg, Chandni Chowk, Delhi",0,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6574304,"Chandni Chowk, New Delhi",Chandni Chowk,77.2319961,1,White,Not rated,18466396,Dessi Food,0
"2035, Near Katra Lachhu Singh, Fawara, Chandni Chowk, Delhi",0,300,New Delhi,1,India,Chinese,Indian Rupees(Rs.),No,No,No,28.6572972,"Chandni Chowk, New Delhi",Chandni Chowk,77.2319612,1,White,Not rated,18466402,Foody Dragon,0
"1476, Deewan Hall Road, Chandni Chowk, New Delhi",0,200,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6570185,"Chandni Chowk, New Delhi",Chandni Chowk,77.2352925,1,White,Not rated,302859,Grover Eating Point,1
"121, Kucha Ghasiram, Chatta Bhawani Shankar, Fatehpuri Chowk, Chandni Chowk, New Delhi",0,300,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.657811,"Chandni Chowk, New Delhi",Chandni Chowk,77.2234506,1,White,Not rated,308533,Hotel 121 Shakahari,2
"1388, Bazar Guliyan, Jama Masjid, Near Police Station, Chandni Chowk, New Delhi",0,200,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.6526767,"Chandni Chowk, New Delhi",Chandni Chowk,77.233113,1,White,Not rated,18462596,Lala Chaap Corner,0
"292/293, Fateh Puri Chowk, Chandni Chowk, New Delhi",0,200,New Delhi,1,India,"Street Food, Mithai",Indian Rupees(Rs.),No,No,No,28.6565888,"Chandni Chowk, New Delhi",Chandni Chowk,77.2233158,1,White,Not rated,18333489,Meghraj & Sons,3
"2867, Bazaar Sirkiwalan, Hauz Qazi, Chandni Chowk, New Delhi",0,100,New Delhi,1,India,Desserts,Indian Rupees(Rs.),No,No,No,28.65045,"Chandni Chowk, New Delhi",Chandni Chowk,77.225538,1,White,Not rated,18408052,Old Kheer Shop,3
"9, Babu Market, Fuwara Chowk, Chandni Chowk, New Delhi",0,400,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.6573856,"Chandni Chowk, New Delhi",Chandni Chowk,77.2316689,1,White,Not rated,302871,Punjabi Chicken,0
"Shop 1444, Jama Masjid, Bazar Gulian Rd, Kucha Alam, Chandni Chowk, New Delhi",0,50,New Delhi,1,India,Mithai,Indian Rupees(Rs.),No,No,No,28.6531118,"Chandni Chowk, New Delhi",Chandni Chowk,77.2338244,1,White,Not rated,18425711,Ratan Singh,0
"117, Moti Bazar, Chandni Chowk, New Delhi",0,100,New Delhi,1,India,"Street Food, Mithai",Indian Rupees(Rs.),No,No,No,0,"Chandni Chowk, New Delhi",Chandni Chowk,0,1,White,Not rated,310678,Shri Bhujia Bhandar,2
"6499, Fathepuri Chowk, Chandni Chowk, New Delhi",4.2,200,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6566622,"Chandni Chowk, New Delhi",Chandni Chowk,77.2235803,1,Green,Very Good,300178,Chaina Ram Sindhi Confectioners,382
"651/52, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",4.3,150,New Delhi,1,India,"Ice Cream, Mithai, North Indian, Street Food",Indian Rupees(Rs.),No,No,No,28.6579744,"Chandni Chowk, New Delhi",Chandni Chowk,77.2233575,1,Green,Very Good,1155,Giani's di Hatti,521
"1104, Maliwara, Jogiwari, Gali Paranthe Wali, Chandni Chowk, New Delhi",4.1,50,New Delhi,1,India,Street Food,Indian Rupees(Rs.),Yes,No,No,28.6556914,"Chandni Chowk, New Delhi",Chandni Chowk,77.2298726,1,Green,Very Good,9166,Jung Bahadur Kachori Wala,405
"Haveli Dharampura, 2293, Gali Guliyan, Near Jama Masjid, Chandni Chowk, New Delhi",4.4,3000,New Delhi,1,India,"Mughlai, Street Food",Indian Rupees(Rs.),No,No,No,28.653316,"Chandni Chowk, New Delhi",Chandni Chowk,77.2322078,4,Green,Very Good,18264992,Lakhori - Haveli Dharampura,305
"2406, Chawri Bazar, New Delhi",3.1,100,New Delhi,1,India,"Desserts, Street Food",Indian Rupees(Rs.),No,No,No,28.650566,"Chawri Bazar, New Delhi",Chawri Bazar,77.2310851,1,Orange,Average,18282012,Milk n More,6
"526, Kucha Pati Ram, Bazar Sita Ram, Near Chawri Bazar Metro Station, Chawri Bazar, New Delhi",4.5,200,New Delhi,1,India,Ice Cream,Indian Rupees(Rs.),No,No,No,28.6477617,"Chawri Bazar, New Delhi",Chawri Bazar,77.2270433,1,Dark Green,Excellent,303642,Kuremal Mohan Lal Kulfi Wale,545
"3636, Gali Lohe Wali, Chawri Bazar, New Delhi",3.6,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6501751,"Chawri Bazar, New Delhi",Chawri Bazar,77.2293337,1,Yellow,Good,18281967,Hira Chaat Corner,18
"546, Kucha Pati Ram, Sita Ram Bazar, Near Chawri Bazar Metro Station, Chawri Bazar, New Delhi",3.9,300,New Delhi,1,India,Ice Cream,Indian Rupees(Rs.),No,No,No,28.6476059,"Chawri Bazar, New Delhi",Chawri Bazar,77.2268188,1,Yellow,Good,18082228,Kuremal Mahavir Prasad Kulfi Wale,36
"3624/9, Chawri Bazar, New Delhi",3.6,300,New Delhi,1,India,North Indian,Indian Rupees(Rs.),No,No,No,28.649513,"Chawri Bazar, New Delhi",Chawri Bazar,77.2270883,1,Yellow,Good,301287,Shakahari Restaurant,185
"3775, Charkhiwalan Gali, Khush Dil, Chawri Bazar, New Delhi",3.6,100,New Delhi,1,India,"Street Food, Mithai",Indian Rupees(Rs.),No,No,No,28.6501776,"Chawri Bazar, New Delhi",Chawri Bazar,77.2293345,1,Yellow,Good,308192,Shri Gujrat Namkeen Bhandar,27
"3510, Chawri Bazar, New Delhi",3.6,200,New Delhi,1,India,"Mithai, North Indian",Indian Rupees(Rs.),No,No,No,28.6494491,"Chawri Bazar, New Delhi",Chawri Bazar,77.2273577,1,Yellow,Good,306015,Standard Sweets,31
"4097, Barshabulla Chowk, Chawri Bazar, New Delhi",3.7,150,New Delhi,1,India,"Street Food, Beverages",Indian Rupees(Rs.),No,No,No,28.6504067,"Chawri Bazar, New Delhi",Chawri Bazar,77.2302935,1,Yellow,Good,311002,Sudarshan,54
"Lal Kuan, Gali Qasimjan, Chawri Bazar, New Delhi",3.7,100,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.6498667,"Chawri Bazar, New Delhi",Chawri Bazar,77.2261003,1,Yellow,Good,313511,Ustad Moinuddin Kebab,21
"Shop 3488, Chowk Hauz Qazi, Near Chawri Bazar, New Delhi",4.1,100,New Delhi,1,India,Street Food,Indian Rupees(Rs.),No,No,No,28.6493909,"Chawri Bazar, New Delhi",Chawri Bazar,77.2268745,1,Green,Very Good,311022,Ashok Chaat Corner,118
"4013, Raghuganj, Near PNB ATM, Chawri Bazar, New Delhi",4.1,150,New Delhi,1,India,"Fast Food, Beverages",Indian Rupees(Rs.),No,No,No,28.65051,"Chawri Bazar, New Delhi",Chawri Bazar,77.2295582,1,Green,Very Good,303644,Jain Coffee House,169
"112, Barshahbulla Chowk, Near Metro Station, Chawri Bazar, New Delhi",4.1,150,New Delhi,1,India,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6504756,"Chawri Bazar, New Delhi",Chawri Bazar,77.2303113,1,Green,Very Good,307218,Shyam Sweets,200
"Khasra 361, Near Bank Of India, Sultanpur, Near, Chhatarpur, New Delhi",2.7,500,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,No,No,28.49562447,"Chhatarpur, New Delhi",Chhatarpur,77.16154855,2,Orange,Average,304018,Spicy Food Court,23
"Shop 9, Market 1, Chittaranjan Park, New Delhi",3.1,300,New Delhi,1,India,"Mithai, Bakery",Indian Rupees(Rs.),No,No,No,28.5400835,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.24861238,1,Orange,Average,18239781,Aristocrat Sweet Shop,7
"K-1/10, Chittaranjan Park, New Delhi",3,800,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),No,Yes,No,28.5399184,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2518548,2,Orange,Average,18364354,Balluchi's - The Royal Cuisine,4
"19/1, Near B Block Gurudwara, EPDP Main Road, Chittaranjan Park, New Delhi",3.2,500,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.53972535,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.25204963,2,Orange,Average,18175256,Bunty Dhaba,26
"26, Ground Floor, Market 1, Chittaranjan Park, New Delhi",2.7,300,New Delhi,1,India,"North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.54027996,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.24894397,1,Orange,Average,7623,Gopal's Restaurant & Caterer's,22
"D 616, Hotel Royal Castle Grand, Chittaranjan Park, New Delhi",3,1000,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,Yes,Yes,28.5374979,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2564223,3,Orange,Average,17953899,Horn Please,70
"Shop 22, Market 1, Chittaranjan Park, New Delhi",3.3,250,New Delhi,1,India,"North Indian, Mughlai, Fast Food, South Indian",Indian Rupees(Rs.),No,No,No,28.5401398,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2488511,1,Orange,Average,309756,Khatey Raho,26
"Shop 49, Ground Floor, Market 1, Chittaranjan Park, New Delhi",3.4,500,New Delhi,1,India,"North Indian, Mughlai, Biryani",Indian Rupees(Rs.),Yes,No,No,28.54032355,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.24887993,2,Orange,Average,2595,Kolkata Biryani House,404
"8, Market 1, Chittaranjan Park, New Delhi",3.2,150,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.5401027,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2485628,1,Orange,Average,7620,Kolkata Hot Kathi Roll,35
"Shop 9, Market 2, Chittaranjan Park, New Delhi",2.7,400,New Delhi,1,India,"Mughlai, North Indian, Bengali, Continental",Indian Rupees(Rs.),No,No,No,28.5363941,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2533122,1,Orange,Average,309161,Madly Bangalee,135
"K1/135, Opposite Oriental Bank of Commerce, Chittaranjan Park, New Delhi",2.9,600,New Delhi,1,India,"Chinese, Thai",Indian Rupees(Rs.),Yes,No,No,28.54140536,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.24785432,2,Orange,Average,18249081,Oh! China,16
"23, Market 2, Chittaranjan Park, New Delhi",2.9,500,New Delhi,1,India,"Chinese, Mughlai, North Indian",Indian Rupees(Rs.),Yes,No,No,28.5364501,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2534878,2,Orange,Average,3632,Punjabi Zaika,39
"44, Market 1, Chittaranjan Park, New Delhi",3.4,300,New Delhi,1,India,Fast Food,Indian Rupees(Rs.),No,No,No,28.5401377,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.24898689,1,Orange,Average,7602,Rabi Snacks Corner,18
"12 & 13, DDA, Market 2, Chittaranjan Park, New Delhi",2.7,400,New Delhi,1,India,"Raw Meats, Fast Food",Indian Rupees(Rs.),No,No,No,28.5364925,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2534614,1,Orange,Average,1712,Republic of Chicken,29
"7, Market 1, Chittaranjan Park, New Delhi",3.3,250,New Delhi,1,India,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.54001105,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.24858187,1,Orange,Average,300984,Roll n Roast,27
"K-1/38, EPDP Road, Chittaranjan Park, New Delhi",3.2,500,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,0,"Chittaranjan Park, New Delhi",Chittaranjan Park,0,2,Orange,Average,18429374,Roller's High,13
"K-1/135, Main Road, C R Park, Chittaranjan Park, New Delhi",3.3,300,New Delhi,1,India,"Mughlai, North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.5414227,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2481801,1,Orange,Average,18354627,Royal Chick 'N',18
"26, Market 1, Chittaranjan Park, New Delhi",2.7,500,New Delhi,1,India,"North Indian, Chinese, Biryani",Indian Rupees(Rs.),No,No,No,28.5404268,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2487302,2,Orange,Average,301522,Royal Kolkata Biryani,14
"125, 1st Floor, Market 2, Chittaranjan Park, New Delhi",2.5,600,New Delhi,1,India,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,No,No,28.53629071,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.2533324,2,Orange,Average,4973,Sameer's Restaurant,59
"27, C.S.C. Market 2, Chittaranjan Park, New Delhi",2.7,550,New Delhi,1,India,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.53638025,"Chittaranjan Park, New Delhi",Chittaranjan Park,77.25324858,2,Orange,Average,3504,Sanjha Chulha,70
